word,dim_id,avg,var
accepted,clear vs vague,0.794871795,0.084527723
accepted,direct vs diplomatic,0.307692308,0.053648915
accepted,aggressive vs calm,-0.102564103,0.03502082
accepted,persistent vs laid back,0.564102564,0.06579005
accepted,Social vs Individual,0.102564103,0.032456717
accepted,Ambitious vs Contended,0.41025641,0.055204909
accepted,Maturity,0.692307692,0.066469428
accepted,Intelligence,0.435897436,0.041858426
accepted,Athletic,0.179487179,0.013982029
accepted,Attractive,0.153846154,0.013412229
accepting,people-oriented vs task-oriented,1.846153846,0.090729783
accepting,process-focused vs output-focused,-0.820512821,0.124348017
accepting,systematic vs Haphazard,0.205128205,0.115143546
accepting,analytical vs intuitive,-0.051282051,0.166491343
accepting,detailed vs big picture,-0.461538462,0.147337278
accepting,Imaginative vs realistic,0.205128205,0.161297392
accepting,certain vs flexible,-1.076923077,0.166272189
accepting,positive vs Sceptic,1.384615385,0.090138067
accepting,fun vs serious,0.769230769,0.070808679
accepting,Stylish vs Dull,-0.051282051,0.099824677
accepting,clear vs vague,0.615384615,0.097830375
accepting,direct vs diplomatic,-0.102564103,0.117247425
accepting,aggressive vs calm,-1.435897436,0.057418365
accepting,persistent vs laid back,-1.487179487,0.111527504
accepting,Social vs Individual,1.282051282,0.067346044
accepting,Ambitious vs Contended,-0.564102564,0.083914092
accepting,Maturity,1.743589744,0.115275038
accepting,Intelligence,0.820512821,0.05768135
accepting,Athletic,0.205128205,0.012579443
accepting,Attractive,0.564102564,0.048016656
accommodating,people-oriented vs task-oriented,0.68956044,0.116931006
accommodating,process-focused vs output-focused,-0.057997558,0.068121951
accommodating,systematic vs Haphazard,0.299450549,0.049655893
accommodating,analytical vs intuitive,0.013125763,0.05491841
accommodating,detailed vs big picture,-0.060744811,0.058764795
accommodating,Imaginative vs realistic,-0.148046398,0.054964776
accommodating,certain vs flexible,-0.875763126,0.100290052
accommodating,positive vs Sceptic,0.69993895,0.062907518
accommodating,fun vs serious,0.356532357,0.051811045
accommodating,Stylish vs Dull,-0.218559219,0.034974605
accommodating,clear vs vague,0.365995116,0.052766467
accommodating,direct vs diplomatic,-0.028693529,0.072838495
accommodating,aggressive vs calm,-0.765873016,0.063629224
accommodating,persistent vs laid back,-0.571123321,0.152417839
accommodating,Social vs Individual,0.840964591,0.078476849
accommodating,Ambitious vs Contended,0.00976801,0.079740825
accommodating,Maturity,0.77991453,0.063506972
accommodating,Intelligence,0.486874237,0.035464831
accommodating,Athletic,0.086385836,0.005675479
accommodating,Attractive,0.290598291,0.028956104
accomplished,people-oriented vs task-oriented,-0.850854701,0.145006874
accomplished,process-focused vs output-focused,-0.098290598,0.185967724
accomplished,systematic vs Haphazard,1.833760684,0.11635682
accomplished,analytical vs intuitive,0.934615385,0.081674542
accomplished,detailed vs big picture,0.937606838,0.106620866
accomplished,Imaginative vs realistic,-0.562820513,0.084373596
accomplished,certain vs flexible,0.230769231,0.114729087
accomplished,positive vs Sceptic,0.994444444,0.10342876
accomplished,fun vs serious,-0.003846154,0.081041212
accomplished,Stylish vs Dull,0.224358974,0.135078576
accomplished,clear vs vague,1.213675214,0.099493129
accomplished,direct vs diplomatic,0.141452991,0.11930715
accomplished,aggressive vs calm,-0.354700855,0.069232804
accomplished,persistent vs laid back,0.741880342,0.091510297
accomplished,Social vs Individual,0.401282051,0.105393719
accomplished,Ambitious vs Contended,0.69957265,0.072002017
accomplished,Maturity,1.284615385,0.074679758
accomplished,Intelligence,0.927350427,0.055472794
accomplished,Athletic,0.337179487,0.029669222
accomplished,Attractive,0.514529915,0.04132128
accordant,people-oriented vs task-oriented,-0.512820513,0.047315363
accordant,process-focused vs output-focused,0.230769231,0.099408284
accordant,systematic vs Haphazard,0.897435897,0.098268683
accordant,analytical vs intuitive,0.641025641,0.059346921
accordant,detailed vs big picture,0.615384615,0.060749507
accordant,Imaginative vs realistic,-0.461538462,0.059171598
accordant,certain vs flexible,0.564102564,0.058097743
accordant,positive vs Sceptic,0.025641026,0.047381109
accordant,fun vs serious,-0.076923077,0.049506903
accordant,Stylish vs Dull,-0.205128205,0.034955073
accordant,clear vs vague,0.692307692,0.071597633
accordant,direct vs diplomatic,0.358974359,0.04823581
accordant,aggressive vs calm,-0.102564103,0.019636204
accordant,persistent vs laid back,0.358974359,0.04823581
accordant,Social vs Individual,-0.051282051,0.040806487
accordant,Ambitious vs Contended,0.076923077,0.044378698
accordant,Maturity,0.358974359,0.030287092
accordant,Intelligence,0.384615385,0.042800789
accordant,Athletic,0.179487179,0.016546132
accordant,Attractive,0.179487179,0.013982029
accurate,people-oriented vs task-oriented,0.294871795,0.154911571
accurate,process-focused vs output-focused,-0.333333333,0.070888889
accurate,systematic vs Haphazard,1.176282051,0.082733255
accurate,analytical vs intuitive,0.576923077,0.11233432
accurate,detailed vs big picture,0.112179487,0.085283058
accurate,Imaginative vs realistic,-1.323717949,0.118880691
accurate,certain vs flexible,0.038461538,0.129920118
accurate,positive vs Sceptic,0.875,0.09328125
accurate,fun vs serious,0.544871795,0.064331443
accurate,Stylish vs Dull,-0.397435897,0.112000329
accurate,clear vs vague,1.759615385,0.101120007
accurate,direct vs diplomatic,1.044871795,0.1357417
accurate,aggressive vs calm,-1.185897436,0.170753534
accurate,persistent vs laid back,-0.041666667,0.121920139
accurate,Social vs Individual,0.817307692,0.106745747
accurate,Ambitious vs Contended,0.317307692,0.138880362
accurate,Maturity,2.211538462,0.104006657
accurate,Intelligence,1.282051282,0.08608021
accurate,Athletic,0.314102564,0.018881739
accurate,Attractive,0.599358974,0.036000021
accustomed,people-oriented vs task-oriented,-0.692307692,0.071597633
accustomed,process-focused vs output-focused,-0.076923077,0.11617357
accustomed,systematic vs Haphazard,1.179487179,0.127657243
accustomed,analytical vs intuitive,0.615384615,0.053057199
accustomed,detailed vs big picture,0.717948718,0.074994521
accustomed,Imaginative vs realistic,-0.435897436,0.054678939
accustomed,certain vs flexible,0.384615385,0.076134122
accustomed,positive vs Sceptic,0.538461538,0.077120316
accustomed,fun vs serious,-0.179487179,0.039623055
accustomed,Stylish vs Dull,-0.256410256,0.025290379
accustomed,clear vs vague,0.794871795,0.084527723
accustomed,direct vs diplomatic,0.307692308,0.053648915
accustomed,aggressive vs calm,-0.102564103,0.03502082
accustomed,persistent vs laid back,0.564102564,0.06579005
accustomed,Social vs Individual,0.102564103,0.032456717
accustomed,Ambitious vs Contended,0.41025641,0.055204909
accustomed,Maturity,0.692307692,0.066469428
accustomed,Intelligence,0.435897436,0.041858426
accustomed,Athletic,0.179487179,0.013982029
accustomed,Attractive,0.153846154,0.013412229
achiever,people-oriented vs task-oriented,-1.534900285,0.235594986
achiever,process-focused vs output-focused,-1.166666667,0.267905405
achiever,systematic vs Haphazard,0.985042735,0.190752642
achiever,analytical vs intuitive,0.074786325,0.269959512
achiever,detailed vs big picture,-0.314814815,0.249231176
achiever,Imaginative vs realistic,0.371794872,0.226538595
achiever,certain vs flexible,0.138176638,0.210897378
achiever,positive vs Sceptic,1.886039886,0.077834606
achiever,fun vs serious,0.699430199,0.12708003
achiever,Stylish vs Dull,0.421652422,0.056220389
achiever,clear vs vague,0.759259259,0.136685296
achiever,direct vs diplomatic,0.755698006,0.115356306
achiever,aggressive vs calm,0.406695157,0.187567077
achiever,persistent vs laid back,1.895299145,0.15730914
achiever,Social vs Individual,0.252136752,0.119674926
achiever,Ambitious vs Contended,2.646723647,0.113301533
achiever,Maturity,1.263532764,0.064509768
achiever,Intelligence,1.510683761,0.094749835
achiever,Athletic,0.508547009,0.047130192
achiever,Attractive,0.55982906,0.050220265
acquainted,people-oriented vs task-oriented,-0.668589744,0.145403367
acquainted,process-focused vs output-focused,-0.066025641,0.232462867
acquainted,systematic vs Haphazard,1.332051282,0.232097359
acquainted,analytical vs intuitive,0.682264957,0.10077588
acquainted,detailed vs big picture,0.764957265,0.145562739
acquainted,Imaginative vs realistic,-0.426709402,0.109894698
acquainted,certain vs flexible,0.29465812,0.157151181
acquainted,positive vs Sceptic,0.688247863,0.144234606
acquainted,fun vs serious,-0.095512821,0.081490809
acquainted,Stylish vs Dull,-0.293803419,0.049348968
acquainted,clear vs vague,0.864529915,0.161834618
acquainted,direct vs diplomatic,0.291239316,0.107981848
acquainted,aggressive vs calm,-0.233119658,0.068824423
acquainted,persistent vs laid back,0.533119658,0.133942437
acquainted,Social vs Individual,0.249358974,0.063624274
acquainted,Ambitious vs Contended,0.440598291,0.108780779
acquainted,Maturity,0.964316239,0.110296663
acquainted,Intelligence,0.675854701,0.071689935
acquainted,Athletic,0.239102564,0.026655832
acquainted,Attractive,0.249786325,0.025163271
acquiescent,people-oriented vs task-oriented,0.376495726,0.064243775
acquiescent,process-focused vs output-focused,-0.189316239,0.046886518
acquiescent,systematic vs Haphazard,0.114529915,0.037568096
acquiescent,analytical vs intuitive,-0.15968661,0.045055576
acquiescent,detailed vs big picture,-0.102991453,0.050992552
acquiescent,Imaginative vs realistic,-0.058689459,0.038096027
acquiescent,certain vs flexible,-0.863675214,0.138489228
acquiescent,positive vs Sceptic,0.328774929,0.040111774
acquiescent,fun vs serious,0.363675214,0.063313539
acquiescent,Stylish vs Dull,0.01025641,0.036055884
acquiescent,clear vs vague,0.151424501,0.041207576
acquiescent,direct vs diplomatic,-0.215811966,0.058050701
acquiescent,aggressive vs calm,-0.592592593,0.050502972
acquiescent,persistent vs laid back,-0.82977208,0.14515295
acquiescent,Social vs Individual,0.593304843,0.050475897
acquiescent,Ambitious vs Contended,-0.06980057,0.053905197
acquiescent,Maturity,0.508262108,0.043892401
acquiescent,Intelligence,0.399002849,0.033359941
acquiescent,Athletic,0.103418803,0.00902916
acquiescent,Attractive,0.231054131,0.031096161
acquisitive,people-oriented vs task-oriented,0,0.047222222
acquisitive,process-focused vs output-focused,-0.138888889,0.08589249
acquisitive,systematic vs Haphazard,0.111111111,0.032304527
acquisitive,analytical vs intuitive,0.138888889,0.038670267
acquisitive,detailed vs big picture,-0.111111111,0.035082305
acquisitive,Imaginative vs realistic,0.222222222,0.040329218
acquisitive,certain vs flexible,-0.222222222,0.03755144
acquisitive,positive vs Sceptic,0.138888889,0.044225823
acquisitive,fun vs serious,0.277777778,0.032458848
acquisitive,Stylish vs Dull,0.083333333,0.011921296
acquisitive,clear vs vague,0.083333333,0.061921296
acquisitive,direct vs diplomatic,0.111111111,0.021193416
acquisitive,aggressive vs calm,0.194444444,0.037127058
acquisitive,persistent vs laid back,0.305555556,0.051941872
acquisitive,Social vs Individual,0.138888889,0.027559156
acquisitive,Ambitious vs Contended,0.694444444,0.050090021
acquisitive,Maturity,0.277777778,0.021347737
acquisitive,Intelligence,0.444444444,0.030761317
acquisitive,Athletic,0.083333333,0.006365741
acquisitive,Attractive,0.138888889,0.01089249
active,people-oriented vs task-oriented,-0.437750444,0.149992259
active,process-focused vs output-focused,-0.574315962,0.174561825
active,systematic vs Haphazard,0.182119616,0.166497199
active,analytical vs intuitive,0.009630647,0.111120616
active,detailed vs big picture,-0.047515332,0.126420315
active,Imaginative vs realistic,0.020985265,0.094485511
active,certain vs flexible,0.149145299,0.137272674
active,positive vs Sceptic,0.301223776,0.114967977
active,fun vs serious,0.233697899,0.104378997
active,Stylish vs Dull,0.247460179,0.06455319
active,clear vs vague,0.151310495,0.114323974
active,direct vs diplomatic,0.478930791,0.086917357
active,aggressive vs calm,0.748020729,0.194037642
active,persistent vs laid back,0.814790418,0.227969004
active,Social vs Individual,0.00175068,0.127792031
active,Ambitious vs Contended,0.815680847,0.146802055
active,Maturity,0.25846133,0.065922114
active,Intelligence,0.409206419,0.063672419
active,Athletic,0.228113206,0.03920818
active,Attractive,0.175110653,0.037295369
actual,people-oriented vs task-oriented,0.134920635,0.045220249
actual,process-focused vs output-focused,-0.041656492,0.028501168
actual,systematic vs Haphazard,0.448738299,0.080768039
actual,analytical vs intuitive,0.224623525,0.060209206
actual,detailed vs big picture,0.187077737,0.048121409
actual,Imaginative vs realistic,-0.443549044,0.104450218
actual,certain vs flexible,0.151322751,0.055394241
actual,positive vs Sceptic,0.276068376,0.036097254
actual,fun vs serious,0.137260887,0.031686473
actual,Stylish vs Dull,-0.067399267,0.032573095
actual,clear vs vague,0.701444851,0.148222775
actual,direct vs diplomatic,0.326516077,0.064082948
actual,aggressive vs calm,-0.0504477,0.034795793
actual,persistent vs laid back,0.0503256,0.042124382
actual,Social vs Individual,0.284574685,0.053144923
actual,Ambitious vs Contended,0.097781848,0.040648749
actual,Maturity,0.34023199,0.041729431
actual,Intelligence,0.216870167,0.028774338
actual,Athletic,0.044281644,0.0136858
actual,Attractive,0.10014245,0.012783815
acute,people-oriented vs task-oriented,0.053057114,0.103723023
acute,process-focused vs output-focused,-0.234644479,0.109730682
acute,systematic vs Haphazard,0.120194692,0.123717406
acute,analytical vs intuitive,-0.001811629,0.102972254
acute,detailed vs big picture,0.050483949,0.099602384
acute,Imaginative vs realistic,0.081021698,0.062585123
acute,certain vs flexible,0.00946117,0.086656534
acute,positive vs Sceptic,0.117456184,0.084162317
acute,fun vs serious,0.15583505,0.059043056
acute,Stylish vs Dull,0.151042462,0.049535567
acute,clear vs vague,0.134889633,0.08653001
acute,direct vs diplomatic,0.242277326,0.086293115
acute,aggressive vs calm,0.217127563,0.094869821
acute,persistent vs laid back,0.103064904,0.060084854
acute,Social vs Individual,0.109281994,0.065708839
acute,Ambitious vs Contended,0.422814599,0.075344901
acute,Maturity,0.51927926,0.040928354
acute,Intelligence,0.669661935,0.06353551
acute,Athletic,0.173285193,0.019341797
acute,Attractive,0.247270236,0.022480551
adapted,people-oriented vs task-oriented,-1.064102564,0.084948225
adapted,process-focused vs output-focused,-0.08974359,0.161575444
adapted,systematic vs Haphazard,1.615384615,0.120956607
adapted,analytical vs intuitive,0.91025641,0.066703649
adapted,detailed vs big picture,0.923076923,0.080966469
adapted,Imaginative vs realistic,-0.615384615,0.071597633
adapted,certain vs flexible,0.525641026,0.088892998
adapted,positive vs Sceptic,0.782051282,0.099642505
adapted,fun vs serious,-0.230769231,0.047287968
adapted,Stylish vs Dull,-0.217948718,0.038104043
adapted,clear vs vague,1.179487179,0.091814596
adapted,direct vs diplomatic,0.384615385,0.077366864
adapted,aggressive vs calm,-0.153846154,0.057199211
adapted,persistent vs laid back,0.730769231,0.086230276
adapted,Social vs Individual,0.038461538,0.050530079
adapted,Ambitious vs Contended,0.653846154,0.067295365
adapted,Maturity,0.974358974,0.071104536
adapted,Intelligence,0.730769231,0.05033284
adapted,Athletic,0.230769231,0.017800789
adapted,Attractive,0.243589744,0.019267751
addicted,people-oriented vs task-oriented,-2.076923077,0.118934911
addicted,process-focused vs output-focused,-0.230769231,0.347337278
addicted,systematic vs Haphazard,3.538461538,0.104733728
addicted,analytical vs intuitive,1.846153846,0.083431953
addicted,detailed vs big picture,2.153846154,0.121893491
addicted,Imaginative vs realistic,-1.307692308,0.126035503
addicted,certain vs flexible,1.153846154,0.198816568
addicted,positive vs Sceptic,1.615384615,0.173372781
addicted,fun vs serious,-0.538461538,0.112426036
addicted,Stylish vs Dull,-0.769230769,0.062721893
addicted,clear vs vague,2.384615385,0.127218935
addicted,direct vs diplomatic,0.923076923,0.142011834
addicted,aggressive vs calm,-0.307692308,0.10295858
addicted,persistent vs laid back,1.692307692,0.133727811
addicted,Social vs Individual,0.307692308,0.095266272
addicted,Ambitious vs Contended,1.230769231,0.131952663
addicted,Maturity,2.076923077,0.103550296
addicted,Intelligence,1.307692308,0.087573964
addicted,Athletic,0.538461538,0.035502959
addicted,Attractive,0.461538462,0.035502959
adept,people-oriented vs task-oriented,-0.503561254,0.134626272
adept,process-focused vs output-focused,-0.257834758,0.162740925
adept,systematic vs Haphazard,1.117521368,0.153048189
adept,analytical vs intuitive,0.508190883,0.09325367
adept,detailed vs big picture,0.513532764,0.129169439
adept,Imaginative vs realistic,-0.168447293,0.083089468
adept,certain vs flexible,0.154202279,0.109841398
adept,positive vs Sceptic,0.773148148,0.072687113
adept,fun vs serious,0.112891738,0.079855992
adept,Stylish vs Dull,0.041310541,0.065634016
adept,clear vs vague,0.712962963,0.118679735
adept,direct vs diplomatic,0.072649573,0.164762249
adept,aggressive vs calm,-0.045940171,0.074272923
adept,persistent vs laid back,0.563390313,0.078949444
adept,Social vs Individual,0.209401709,0.073891001
